Tools,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,Frame,Face,State,Angle,Latitude,Longitude,Spin,Tx,Ty,Tz,Error,Markers
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676488,1,OK,91.7083430,4.9407663,-91.7147164,-3.0677611,50.191,-34.886,-168.339,0.0557469,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676496,1,OK,91.7100812,4.9405890,-91.7164605,-3.0708985,50.188,-34.891,-168.349,0.0561294,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676504,1,OK,91.7113936,4.9406282,-91.7177780,-3.0732681,50.193,-34.890,-168.350,0.0566582,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676512,1,OK,91.7112068,4.9400762,-91.7175890,-3.0729101,50.196,-34.889,-168.349,0.0561782,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676520,1,OK,91.7108843,4.9414566,-91.7172689,-3.0724258,50.195,-34.889,-168.352,0.0562676,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676528,1,OK,91.7095311,4.9409512,-91.7159093,-3.0699870,50.199,-34.883,-168.347,0.0563460,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676536,1,OK,91.7106200,4.9414508,-91.7170036,-3.0719109,50.199,-34.889,-168.354,0.0569676,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676544,1,OK,91.7100259,4.9408268,-91.7164057,-3.0709442,50.198,-34.890,-168.351,0.0563804,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676552,1,OK,91.7091635,4.9410196,-91.7155406,-3.0693087,50.202,-34.883,-168.345,0.0564431,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676560,1,OK,91.7082339,4.9395706,-91.7146037,-3.0676415,50.202,-34.883,-168.338,0.0561415,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676568,1,OK,91.7061378,4.9389748,-91.7124983,-3.0638151,50.204,-34.879,-168.334,0.0560304,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676576,1,OK,91.7062054,4.9391297,-91.7125665,-3.0638936,50.205,-34.879,-168.329,0.0562044,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676584,1,OK,91.7041704,4.9402367,-91.7105268,-3.0602468,50.204,-34.876,-168.331,0.0560963,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676592,1,OK,91.7004699,4.9407059,-91.7068136,-3.0535896,50.206,-34.864,-168.334,0.0569061,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676600,1,OK,91.7039569,4.9411426,-91.7103148,-3.0598423,50.209,-34.871,-168.340,0.0568872,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676608,1,OK,91.7052334,4.9422683,-91.7115990,-3.0621648,50.205,-34.879,-168.345,0.0559120,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676616,1,OK,91.7085850,4.9409771,-91.7149598,-3.0683042,50.203,-34.888,-168.345,0.0559466,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676624,1,OK,91.7082558,4.9408681,-91.7146291,-3.0676721,50.204,-34.884,-168.347,0.0562879,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676632,1,OK,91.7102465,4.9417175,-91.7166293,-3.0713424,50.200,-34.897,-168.346,0.0562703,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676640,1,OK,91.7101362,4.9416498,-91.7165185,-3.0712343,50.201,-34.891,-168.343,0.0568393,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676648,1,OK,91.7100205,4.9412801,-91.7164015,-3.0710758,50.203,-34.887,-168.341,0.0564924,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676656,1,OK,91.7077875,4.9426824,-91.7141637,-3.0670982,50.204,-34.879,-168.337,0.0562886,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676664,1,OK,91.7089744,4.9420181,-91.7153534,-3.0692320,50.200,-34.884,-168.334,0.0559629,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676672,1,OK,91.7125267,4.9412459,-91.7189169,-3.0757156,50.197,-34.897,-168.336,0.0558004,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676680,1,OK,91.7081356,4.9403974,-91.7145071,-3.0678727,50.194,-34.889,-168.331,0.0560382,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676688,1,OK,91.7097856,4.9388098,-91.7161593,-3.0707918,50.195,-34.892,-168.332,0.0565436,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676696,1,OK,91.7062742,4.9388401,-91.7126349,-3.0643018,50.202,-34.881,-168.326,0.0565816,0
1,Port 12: NDI-MF2 610016 T6a0-L00018  s/n:38C3F80A Channel:0,6676704,1,OK,91.7077077,4.9386973,-91.7140733,-3.0668654,50.202,-34.885,-168.330,0.0569890,0
